name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
log4j,1,org.apache.log4j.net.DefaultEvaluator,2,1,0,4,4,1,1,3,1,2,10,0,0,0,0.75,0,0,4,1,0.5,0
log4j,1,org.apache.log4j.test.DefaultInit,5,1,0,1,14,8,0,1,2,0.875,45,0,1,0,0.333333333,0,0,7.6,1,0.6,0
log4j,1,org.apache.log4j.Dispatcher,2,2,0,4,11,0,1,3,1,0,67,0,2,0.983870968,0.666666667,0,0,31.5,5,2.5,0
log4j,1,org.apache.log4j.performance.ConcatVsArray,3,1,0,0,14,3,0,0,2,2,133,0,0,0,0.333333333,0,0,43.33333333,4,1.6667,0
log4j,1,org.apache.log4j.TTCCLayout,8,3,0,7,25,0,2,5,8,0.795918367,217,0.571428571,0,0.714285714,0.40625,1,1,25.25,5,1.625,0
log4j,1,org.apache.log4j.test.Hello,4,1,0,2,12,4,0,2,2,0.833333333,38,0,1,0,0.333333333,0,0,8,1,0.5,0
log4j,1,org.apache.log4j.spi.OptionHandler,3,1,0,8,3,3,8,0,3,2,3,0,0,0,0.666666667,0,0,0,1,1,0
log4j,1,org.apache.log4j.net.SocketNode,4,1,0,7,25,0,3,4,2,0.733333333,106,0,2,0,0.416666667,0,0,24.25,2,0.75,0
log4j,1,org.apache.log4j.test.L7D,6,1,0,3,25,13,0,3,2,0.7,202,0,0,0,0.277777778,0,0,32.33333333,2,1.3333,0
log4j,1,org.apache.log4j.gui.AddAction,3,1,0,2,8,1,2,2,2,0.75,42,0,0,0,0.625,0,0,12.33333333,1,0.3333,0
log4j,1,org.apache.log4j.test.Finalize,9,1,0,3,34,34,0,3,2,0.875,167,0,1,0,0.175,0,0,17.33333333,3,1.4444,0
log4j,1,org.apache.log4j.test.MultipleAppenders,2,1,0,3,20,1,0,3,2,2,85,0,0,0,0.5,0,0,41.5,6,3,0
log4j,1,org.apache.log4j.helpers.NullEnumeration,5,1,0,1,7,8,1,0,3,0.75,22,1,1,0,0.75,0,0,3.2,1,0.6,0
log4j,1,org.apache.log4j.AppenderSkeleton,19,1,9,20,31,131,11,9,18,0.909722222,181,0.875,5,0,0.210526316,0,0,8.105263158,4,1.4211,0
log4j,1,org.apache.log4j.nt.test.NTMin,7,1,0,6,30,17,0,6,2,0.75,144,0,1,0,0.277777778,0,0,19.28571429,2,0.8571,0
log4j,1,org.apache.log4j.helpers.QuietWriter,4,3,2,9,12,0,8,1,4,0,57,1,1,0.857142857,0.5,2,2,13,2,1,0
log4j,1,org.apache.log4j.CategoryKey,4,1,0,1,11,2,1,0,2,0.777777778,61,0,0,0,0.5,1,1,13.5,6,2,0
log4j,1,org.apache.log4j.test.ConfigurationFileParsing,4,1,0,3,19,6,0,3,2,0.666666667,68,0,0,0,0.333333333,0,0,15.75,2,1.25,0
log4j,1,org.apache.log4j.test.X,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
log4j,1,org.apache.log4j.test.Y,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
log4j,1,org.apache.log4j.performance.NOPWriter,8,2,0,0,10,28,0,0,8,2,21,0,0,0.65,0.46875,1,2,1.625,1,0.875,0
log4j,1,org.apache.log4j.xml.test.TCategory,10,2,0,7,27,29,1,7,8,0.911111111,145,0.2,1,0.854545455,0.555555556,1,3,13,3,1.4,0
log4j,1,org.apache.log4j.xml.examples.XPriority,4,2,0,2,9,0,1,1,2,1,62,0,2,0.8,0.555555556,1,1,13,4,1.75,0
log4j,1,org.apache.log4j.test.CategoryWrapper,7,1,0,6,22,11,0,6,3,0.666666667,107,0,1,0,0.375,0,0,13.85714286,2,0.8571,0
log4j,1,org.apache.log4j.gui.JTableAddAction,2,1,0,4,12,0,1,4,2,0,69,0,2,0,0.666666667,0,0,32,2,1,0
log4j,1,org.apache.log4j.PropertyWatchdog,2,3,0,4,5,1,1,4,1,2,14,0,0,0.984848485,0.75,1,1,6,1,0.5,0
log4j,1,org.apache.log4j.test.A,1,1,1,2,2,0,1,1,0,2,4,0,0,0,1,0,0,3,0,0,0
