name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
ivy,2,org.apache.ivy.plugins.repository.url.URLRepository,5,2,0,10,44,0,3,7,5,0.5,305,1,2,0.833333333,0.6,1,1,59.4,1,0.8,1
ivy,2,org.apache.ivy.util.ChecksumHelper,8,1,0,3,35,20,2,1,4,0.80952381,303,1,0,0,0.357142857,0,0,36.5,4,1.25,1
ivy,2,org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry,10,1,0,17,62,11,1,0,5,0.766666667,491,1,1,0,0.233333333,0,0,47.1,2,1.1,1
ivy,2,org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt,5,1,0,2,6,2,1,1,5,0.75,36,1,0,0,0.6,0,0,5.4,1,0.8,1
ivy,2,org.apache.ivy.plugins.resolver.ChainResolver,29,2,0,21,104,236,1,20,22,0.767857143,733,1,0,0.695652174,0.143236074,1,4,24.13793103,5,1.7586,1
ivy,2,org.apache.ivy.plugins.parser.ParserSettings,11,1,0,43,11,55,35,8,11,2,11,0,0,0,0.409090909,0,0,0,1,1,1
ivy,2,org.apache.ivy.plugins.repository.url.URLResource,11,1,0,14,24,17,10,4,10,0.54,107,1,0,0,0.393939394,0,0,8.272727273,2,1.1818,1
ivy,2,org.apache.ivy.core.cache.RepositoryCacheManager,8,1,0,27,8,28,14,14,8,2,8,0,0,0,0.267857143,0,0,0,1,1,1
ivy,2,org.apache.ivy.util.url.BasicURLHandler,8,2,0,9,61,28,2,7,6,1.142857143,544,1,0,0.611111111,0.375,1,3,66.875,4,1.625,1
ivy,2,org.apache.ivy.plugins.parser.m2.PomReader,28,1,0,11,72,118,5,10,18,0.994026284,719,0.967741935,0,0,0.220238095,0,0,23.57142857,6,2.7143,1
ivy,2,org.apache.ivy.plugins.parser.m2.PomDependencyMgt,4,1,0,6,4,6,6,0,4,2,4,0,0,0,1,0,0,0,1,1,1
ivy,2,org.apache.ivy.ant.IvyListModules,16,4,0,8,27,68,0,0,16,0.847619048,175,1,0,0.817073171,0.71875,0,0,9.5,1,0.9375,1
ivy,2,org.apache.ivy.core.resolve.VisitNode,48,1,0,16,109,118,3,15,39,0.795744681,719,1,5,0,0.147569444,0,0,13.77083333,6,1.625,1
ivy,2,org.apache.ivy.ant.IvyFindRevision,12,4,0,8,24,30,0,0,12,0.8,124,1,0,0.858974359,0.708333333,0,0,8.916666667,1,0.9167,1
ivy,2,org.apache.ivy.core.cache.ParserSettingsMonitor,6,1,0,5,22,0,3,3,4,0.6,84,1,2,0,0.444444444,0,0,12.5,2,1,1
ivy,2,org.apache.ivy.Main,13,1,0,29,148,78,0,0,1,0.972222222,1407,0.333333333,0,0,0.192307692,0,0,107,8,2.3077,1
ivy,2,org.apache.ivy.plugins.repository.ssh.SshCache,11,1,0,12,52,37,4,0,5,0.7,360,1,1,0,0.383333333,0,0,31.36363636,8,1.8182,1
ivy,2,org.apache.ivy.core.resolve.ResolveEngine,33,1,0,54,277,194,9,48,20,0.75625,2591,1,4,0,0.10955711,0,0,77.36363636,19,4,1
ivy,2,org.apache.ivy.core.settings.XmlSettingsParser,22,2,0,20,143,0,2,20,5,0.761904762,1648,1,2,0.447368421,0.331168831,1,2,73.36363636,16,2.8636,1
ivy,2,org.apache.ivy.util.XMLHelper,11,1,0,11,44,49,8,3,8,0.95,279,0.5,0,0,0.233333333,0,0,23.63636364,8,1.5455,1
ivy,2,org.apache.ivy.core.report.ArtifactDownloadReport,19,1,1,32,29,107,29,3,19,0.895833333,186,0.875,3,0,0.195488722,0,0,8.368421053,5,1.2105,1
ivy,2,org.apache.ivy.core.module.descriptor.DefaultDependencyDescriptor,55,1,0,31,123,1255,17,15,41,0.87037037,1167,1,6,0,0.108932462,0,0,19.94545455,9,1.7091,1
ivy,2,org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorUpdater,7,1,0,10,44,19,4,7,4,0.916666667,348,0.5,0,0,0.354166667,0,0,48.42857143,1,0.7143,1
ivy,2,org.apache.ivy.plugins.lock.AbstractLockStrategy,6,1,2,3,7,3,2,1,4,0.6,36,1,0,0,0.444444444,0,0,4.666666667,1,0.6667,0
ivy,2,org.apache.ivy.plugins.circular.ErrorCircularDependencyStrategy,4,2,0,5,6,4,1,4,2,0.666666667,21,1,1,0.5,0.5,0,0,4,1,0.5,0
ivy,2,org.apache.ivy.core.settings.IvyVariableContainer,4,1,0,9,4,6,9,0,4,2,4,0,0,0,0.666666667,0,0,0,1,1,0
ivy,2,org.apache.ivy.plugins.resolver.util.ResourceMDParser,1,1,0,8,1,0,6,2,1,2,1,0,0,0,1,0,0,0,1,1,0
ivy,2,org.apache.ivy.core.sort.CollectionOfModulesToSort,5,1,0,8,26,0,1,7,4,0.625,127,1,2,0,0.314285714,0,0,23.6,4,1.6,0
ivy,2,org.apache.ivy.util.cli.OptionBuilder,7,1,0,2,13,0,1,1,7,0.694444444,86,1,0,0,0.571428571,0,0,10.42857143,1,0.8571,0
ivy,2,org.apache.ivy.plugins.parser.xml.UpdateOptions,21,1,0,7,22,154,5,2,21,0.905,141,1,2,0,0.18452381,0,0,5.238095238,1,0.9524,0
ivy,2,org.apache.ivy.core.NormalRelativeUrlResolver,2,2,0,2,4,1,1,1,2,2,11,0,0,0.666666667,0.666666667,1,1,4.5,1,0.5,0
ivy,2,org.apache.ivy.plugins.matcher.MatcherHelper,8,1,0,10,21,28,5,5,7,2,130,0,0,0,0.3125,0,0,15.25,5,2.625,0
ivy,2,org.apache.ivy.ant.IvyDeliver,32,4,0,16,81,406,2,0,27,0.925558313,504,1,0,0.683673469,0.3,1,3,14.34375,1,0.9688,0
ivy,2,org.apache.ivy.util.url.AbstractURLHandler,13,1,2,4,44,70,2,2,9,0.833333333,208,1,0,0,0.5625,0,0,14.84615385,1,0.8462,0
ivy,2,org.apache.ivy.util.ConfigurationUtils,2,1,0,6,21,1,3,3,1,2,144,0,0,0,0.5,0,0,71,10,5,0
ivy,2,org.apache.ivy.tools.analyser.DependencyAnalyser,1,1,0,4,1,0,2,2,1,2,1,0,0,0,1,0,0,0,1,1,0
ivy,2,org.apache.ivy.util.MessageLoggerEngine,25,1,0,10,58,234,6,4,23,0.591666667,257,1,1,0,0.32,0,0,9.08,2,1.16,0
ivy,2,org.apache.ivy.plugins.report.XmlReportParser,8,1,0,12,29,0,7,5,8,0,126,1,1,0,0.416666667,0,0,14.625,1,0.875,0
ivy,2,org.apache.ivy.plugins.resolver.util.ResolvedResource,5,1,1,26,11,0,24,2,5,0.375,41,1,1,0,0.466666667,0,0,6.8,1,0.8,0
ivy,2,org.apache.ivy.core.RelativeUrlResolver,3,1,2,7,8,3,7,0,3,2,34,0,0,0,0.777777778,0,0,10.33333333,1,0.6667,0
ivy,2,org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy,4,3,0,6,10,4,1,5,1,0.666666667,27,1,1,0.714285714,0.5,1,1,5.5,1,0.5,0
ivy,2,org.apache.ivy.core.cache.CacheDownloadOptions,5,1,1,6,6,0,5,1,5,0.5,32,1,1,0,0.466666667,0,0,5,1,0.8,0
ivy,2,org.apache.ivy.util.FileResolver,2,1,0,4,3,1,4,1,1,1,8,0,1,0,1,0,0,2.5,1,0.5,0
ivy,2,org.apache.ivy.core.deliver.DeliverEngineSettings,1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,0
ivy,2,org.apache.ivy.core.cache.ArtifactOrigin,10,1,0,27,19,15,25,2,10,0.755555556,138,1,1,0,0.233333333,1,1,12.3,6,1.9,0
ivy,2,org.apache.ivy.plugins.resolver.VsftpResolver,12,5,0,3,25,66,0,0,12,2,67,0,0,0.938888889,0.472222222,1,1,4.583333333,1,0.9167,0
ivy,2,org.apache.ivy.core.report.DownloadReport,5,1,0,14,21,0,11,3,5,0,75,1,0,0,0.4,0,0,13.8,2,1,0
ivy,2,org.apache.ivy.plugins.repository.vsftp.VsftpRepository,54,2,0,17,137,1241,7,0,16,0.943951165,1589,1,1,0.277777778,0.205450734,0,0,27.7962963,5,1.2037,0
ivy,2,org.apache.ivy.core.event.retrieve.EndRetrieveEvent,5,3,0,4,9,2,1,3,5,0.85,61,0.8,0,0.777777778,0.333333333,0,0,10.2,1,0.8,0
ivy,2,org.apache.ivy.plugins.trigger.AbstractTrigger,10,1,3,9,15,29,3,6,8,0.777777778,67,1,1,0,0.65,0,0,5.3,2,1,0
ivy,2,org.apache.ivy.plugins.conflict.RegexpConflictManager,8,2,0,6,32,20,0,6,4,0.5,221,1,0,0.461538462,0.4,0,0,26.375,5,2,0
ivy,2,org.apache.ivy.core.event.resolve.ResolveEvent,2,2,2,4,5,0,2,2,1,0,19,1,1,0.923076923,0.625,0,0,8,1,0.5,0
ivy,2,org.apache.ivy.core.deliver.DeliverOptions,20,1,0,8,29,108,5,3,20,0.809210526,188,1,1,0,0.235714286,0,0,8,1,0.9,0
ivy,2,org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy,3,1,2,3,4,1,2,1,2,0,16,1,0,0,0.666666667,0,0,4,1,0.6667,0
ivy,2,org.apache.ivy.core.sort.ModuleDescriptorSorter,3,1,0,9,23,0,1,8,2,0,125,1,2,0,0.444444444,0,0,39.66666667,1,0.6667,0
ivy,2,org.apache.ivy.plugins.repository.vfs.VfsRepository,8,2,0,16,52,16,2,0,5,0.666666667,336,1,1,0.740740741,0.46875,1,1,40.625,2,1,0
ivy,2,org.apache.ivy.plugins.latest.LatestRevisionStrategy,7,3,0,5,20,9,3,4,5,0.733333333,110,1,0,0.583333333,0.333333333,0,0,14,3,1,0
ivy,2,org.apache.ivy.ant.IvyCacheTask,3,5,2,16,38,3,2,0,1,2,159,0,0,0.981132075,1,0,0,52,1,0.6667,0
ivy,2,org.apache.ivy.ant.IvyCachePath,5,6,0,6,24,2,0,0,5,0.625,88,1,0,0.963636364,0.7,2,2,16.2,1,0.8,0
ivy,2,org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager,9,3,0,20,71,36,1,20,5,2,476,0,0,0.631578947,0.296296296,0,0,51.88888889,9,3.1111,0
