name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
ant,1.7,org.apache.tools.ant.Main,23,1,0,17,126,161,2,17,5,0.770833333,2117,0.791666667,0,0,0.148760331,0,0,90,53,4.5217,4
ant,1.7,org.apache.tools.ant.taskdefs.Tar,22,4,0,25,172,151,1,25,10,0.921768707,1224,0.285714286,2,0.787878788,0.178030303,1,1,54,12,2.2273,4
ant,1.7,org.apache.tools.ant.taskdefs.Sync,18,3,0,12,80,61,1,12,12,0.647058824,549,1,2,0.685185185,0.181818182,0,0,29.38888889,8,1.9444,4
ant,1.7,org.apache.tools.ant.listener.MailLogger,7,2,0,11,74,15,0,11,2,0.722222222,487,0.333333333,0,0.727272727,0.367346939,2,4,68.14285714,13,3.1429,4
ant,1.7,org.apache.tools.ant.taskdefs.Javadoc,92,3,0,34,261,3726,8,34,81,0.960245637,2704,0.970588235,11,0.291338583,0.11247576,2,2,28.02173913,15,1.5543,4
ant,1.7,org.apache.tools.ant.DirectoryScanner,63,1,2,61,144,1603,51,10,31,0.874288425,2303,1,2,0,0.213709677,0,0,35.01587302,35,3.2381,3
ant,1.7,org.apache.tools.ant.types.ArchiveFileSet,34,5,2,15,67,295,4,11,29,0.842975207,586,0.818181818,1,0.745901639,0.173202614,3,15,15.91176471,5,1.7941,3
ant,1.7,org.apache.tools.ant.taskdefs.optional.ReplaceRegExp,15,3,0,10,77,41,0,10,12,0.785714286,725,1,3,0.74,0.25,1,1,46.8,2,1.2667,3
ant,1.7,org.apache.tools.ant.util.GlobPatternMapper,8,1,2,5,22,6,4,1,6,0.678571429,185,1,0,0,0.625,0,0,21.125,4,1.875,3
ant,1.7,org.apache.tools.ant.UnknownElement,31,3,0,29,119,277,19,15,19,0.744444444,900,1,0,0.552238806,0.207885305,1,5,27.83870968,16,2.5806,3
ant,1.7,org.apache.tools.ant.taskdefs.Javac,77,4,1,29,123,2700,14,17,68,0.977951636,1021,1,6,0.506493506,0.20593692,1,1,11.77922078,14,1.7532,3
ant,1.7,org.apache.tools.ant.PropertyHelper,23,1,0,4,56,107,3,2,18,0.636363636,689,1,2,0,0.260869565,0,0,28.73913043,7,2.1304,3
ant,1.7,org.apache.tools.ant.DefaultLogger,18,1,4,14,42,113,7,7,12,0.890756303,356,0.857142857,0,0,0.268907563,0,0,18.38888889,11,1.7778,3
ant,1.7,org.apache.tools.ant.taskdefs.DependSet,14,4,0,25,59,67,3,25,8,0.8,304,1,5,0.866666667,0.261538462,1,2,20.35714286,4,1.2857,3
ant,1.7,org.apache.tools.ant.taskdefs.Replace,30,4,0,10,100,271,4,10,16,0.891246684,788,1,3,0.735849057,0.216748768,2,2,24.83333333,3,1.1667,3
ant,1.7,org.apache.tools.ant.taskdefs.Ant,28,3,0,18,132,130,3,15,19,0.846560847,1139,0.928571429,2,0.596774194,0.151515152,3,5,39.17857143,6,1.6786,3
ant,1.7,org.apache.tools.ant.taskdefs.rmic.DefaultRmicAdapter,15,1,4,12,53,71,5,8,5,0.976190476,390,0.333333333,2,0,0.228571429,0,0,24.4,18,2.3333,3
ant,1.7,org.apache.tools.ant.taskdefs.Classloader,10,3,0,6,38,9,0,6,10,0.796296296,260,0.833333333,1,0.804347826,0.34,3,3,24.4,16,2.7,3
ant,1.7,org.apache.tools.ant.taskdefs.Get,11,3,0,9,54,15,1,8,10,0.7375,493,1,1,0.804347826,0.271428571,1,1,43.09090909,1,0.8182,3
ant,1.7,org.apache.tools.ant.types.AbstractFileSet,59,3,3,38,121,1145,9,29,57,0.728448276,1035,1,2,0.344827586,0.061743341,2,3,16.40677966,8,1.8475,3
ant,1.7,org.apache.tools.ant.Diagnostics,30,1,0,10,104,429,2,9,5,1.013793103,1038,0.8,0,0,0.108333333,0,0,33.26666667,9,1.9,3
ant,1.7,org.apache.tools.ant.taskdefs.MacroInstance,12,3,0,15,99,18,1,14,8,0.826446281,804,1,1,0.770833333,0.277777778,2,2,65.08333333,18,4.8333,2
ant,1.7,org.apache.tools.ant.taskdefs.Pack,14,3,2,8,38,83,2,6,8,0.743589744,220,1,1,0.74,0.297619048,1,1,14.5,4,1.2143,2
ant,1.7,org.apache.tools.ant.types.resources.FileResource,24,4,0,45,68,244,41,6,22,0.804347826,397,1,1,0.736111111,0.211180124,2,14,15.375,6,1.9583,2
ant,1.7,org.apache.tools.ant.taskdefs.War,11,6,0,6,34,39,0,6,7,0.9,195,1,1,0.944785276,0.3,4,10,16.18181818,5,1.2727,2
ant,1.7,org.apache.tools.ant.taskdefs.Checksum,24,4,0,13,103,176,1,12,18,0.808184143,1046,1,1,0.772277228,0.175,0,0,41.875,6,1.4167,2
ant,1.7,org.apache.tools.ant.taskdefs.FixCRLF,21,4,0,15,72,54,1,14,16,0.835,457,0.9,2,0.804123711,0.194444444,2,2,20.28571429,3,1,2
ant,1.7,org.apache.tools.ant.types.ArchiveScanner,17,2,2,9,51,28,5,4,12,0.546875,344,1,2,0.792207792,0.294117647,2,4,18.76470588,5,2.1176,2
ant,1.7,org.apache.tools.ant.taskdefs.XSLTProcess,44,4,0,28,137,774,4,26,31,0.923341947,1254,0.962962963,9,0.65,0.127906977,4,6,26.88636364,5,1.2045,2
ant,1.7,org.apache.tools.zip.ExtraFieldUtils,7,1,0,4,41,15,1,3,6,0.833333333,388,0.333333333,0,0,0.2,0,0,54,3,1.2857,2
ant,1.7,org.apache.tools.ant.taskdefs.optional.TraXLiaison,25,1,0,15,108,244,0,15,15,0.81547619,712,1,4,0,0.178030303,0,0,26.92,8,1.48,2
ant,1.7,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,15,4,0,13,87,69,0,13,10,0.826530612,498,1,0,0.847826087,0.233333333,3,5,31.73333333,7,1.4667,2
ant,1.7,org.apache.tools.ant.types.resources.Sort,4,4,1,11,20,0,2,9,2,0,75,1,1,0.933333333,0.4375,2,5,17.5,3,1.5,2
ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.Depend,27,4,0,13,118,265,0,13,12,0.895604396,1542,1,3,0.75,0.177777778,1,1,55.59259259,10,2.963,2
ant,1.7,org.apache.tools.ant.taskdefs.Rmic,48,4,0,25,112,962,8,19,44,0.965045593,837,0.678571429,4,0.629032258,0.155319149,3,3,15.85416667,7,1.375,2
ant,1.7,org.apache.tools.ant.taskdefs.Java,60,3,0,35,178,1304,10,25,43,0.891326022,1152,1,5,0.389473684,0.098245614,1,4,17.91666667,5,1.3167,2
ant,1.7,org.apache.tools.ant.MagicNames,1,1,0,0,2,0,0,0,0,2,26,0,0,0,1,0,0,3,0,0,2
ant,1.7,org.apache.tools.ant.taskdefs.rmic.WLRmic,4,2,0,9,22,6,1,8,4,1.285714286,130,0,0,0.8125,1,0,0,29.75,1,0.75,2
ant,1.7,org.apache.tools.ant.taskdefs.SignJar,20,4,0,9,56,150,0,9,15,0.956140351,455,0.611111111,2,0.769230769,0.289473684,0,0,20.85,6,1.3,2
ant,1.7,org.apache.tools.ant.types.selectors.modifiedselector.ModifiedSelector,40,5,0,30,121,622,6,24,36,0.886946387,1031,0.863636364,6,0.493506494,0.115625,2,4,24.225,21,2.35,2
ant,1.7,org.apache.tools.ant.taskdefs.ExecuteOn,31,4,4,29,104,347,4,25,20,0.861111111,1270,1,5,0.719626168,0.122983871,3,9,39.38709677,19,2,2
ant,1.7,org.apache.tools.ant.types.Commandline,31,1,0,81,71,311,78,5,27,0.75,644,1,0,0,0.176190476,0,0,19.64516129,16,2.1935,2
ant,1.7,org.apache.tools.ant.taskdefs.Recorder,20,3,0,9,46,160,0,9,17,0.859649123,206,1,0,0.672727273,0.263157895,1,1,9,2,1.05,2
ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,25,2,0,18,117,230,2,17,14,0.958333333,877,0.789473684,0,0.571428571,0.222222222,1,4,33.32,5,1.64,2
ant,1.7,org.apache.tools.ant.types.FilterSet,26,3,0,12,85,217,7,7,19,0.777142857,811,0.785714286,1,0.555555556,0.21978022,2,3,29.65384615,7,1.9615,2
ant,1.7,org.apache.tools.ant.taskdefs.Touch,20,3,0,18,70,136,1,18,13,0.824561404,515,1,5,0.672727273,0.167464115,0,0,24.15,7,1.45,2
ant,1.7,org.apache.tools.ant.taskdefs.Redirector,42,1,0,24,109,653,6,19,30,0.899825784,1212,1,3,0,0.146341463,0,0,27.19047619,40,2.2619,2
ant,1.7,org.apache.tools.ant.taskdefs.rmic.SunRmic,2,2,0,8,21,1,1,7,2,1.625,167,0,0,0.928571429,1,0,0,78.5,1,0.5,2
ant,1.7,org.apache.tools.ant.taskdefs.compilers.DefaultCompilerAdapter,25,1,10,26,103,134,10,16,3,0.77173913,1167,1,9,0,0.226190476,0,0,44.76,29,4.68,2
ant,1.7,org.apache.tools.ant.taskdefs.Untar,6,4,0,9,32,9,0,9,3,0.2,182,1,1,0.910714286,0.357142857,1,1,29.16666667,3,1.5,2
ant,1.7,org.apache.tools.ant.taskdefs.ManifestClassPath,6,3,0,6,33,3,0,6,6,0.75,292,1,1,0.880952381,0.333333333,0,0,47,14,3.1667,2
ant,1.7,org.apache.tools.ant.taskdefs.WaitFor,9,3,0,5,26,16,0,5,7,0.75,185,1,0,0.8,0.388888889,0,0,19,2,1,1
ant,1.7,org.apache.tools.zip.AsiExtraField,20,1,0,4,40,130,0,4,18,0.736842105,345,1,1,0,0.284210526,0,0,15.9,3,1.15,1
ant,1.7,org.apache.tools.ant.types.resources.comparators.FileSystem,3,4,0,5,11,1,1,4,1,0.5,41,1,1,0.971428571,0.75,1,2,12.33333333,3,1,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.Rpm,16,3,0,15,65,76,0,15,13,0.92,483,1,0,0.725490196,0.311111111,0,0,28.25,9,1.5625,1
ant,1.7,org.apache.tools.zip.ZipOutputStream,27,3,0,8,101,157,5,3,15,0.824786325,1286,0.888888889,1,0.294117647,0.183760684,1,7,45.62962963,4,1.1111,1
ant,1.7,org.apache.tools.ant.taskdefs.Apt,17,5,0,9,34,118,2,7,17,0.975,137,0.5,1,0.905882353,0.270588235,3,5,6.470588235,2,1.0588,1
ant,1.7,org.apache.tools.ant.types.ZipScanner,2,3,0,9,20,1,2,7,1,2,128,0,0,0.987179487,0.625,1,3,63,9,4.5,1
ant,1.7,org.apache.tools.ant.taskdefs.ExecTask,43,3,1,25,120,451,9,16,30,0.893374741,920,1,5,0.480519481,0.146825397,0,0,19.86046512,15,1.5116,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper,4,1,0,7,20,4,4,3,2,0.888888889,187,0.333333333,0,0,0.5,0,0,45,9,3.5,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.windows.Attrib,17,5,0,6,35,130,0,6,12,0.991071429,207,1,0,0.869918699,0.352941176,2,3,10.76470588,3,1.1765,1
ant,1.7,org.apache.tools.zip.ZipEntry,27,2,0,11,53,229,8,3,23,0.802197802,405,1,0,0.5,0.138047138,1,1,13.74074074,6,1.5185,1
ant,1.7,org.apache.tools.ant.taskdefs.LoadProperties,12,3,0,14,58,0,0,14,11,0.606060606,303,1,1,0.770833333,0.226190476,2,3,24,3,1.25,1
ant,1.7,org.apache.tools.ant.taskdefs.email.Mailer,19,1,2,9,21,145,4,5,18,0.954861111,143,1,3,0,0.230263158,0,0,5.684210526,1,0.9474,1
ant,1.7,org.apache.tools.ant.types.resources.Files,34,4,0,10,92,39,0,10,29,0.723484848,710,1,2,0.643678161,0.148484848,3,4,19.64705882,5,1.9118,1
ant,1.7,org.apache.tools.ant.BuildListener,7,1,0,16,7,21,15,1,7,2,7,0,0,0,1,0,0,0,1,1,1
ant,1.7,org.apache.tools.ant.filters.ReplaceTokens,14,5,0,7,49,7,1,6,7,0.735042735,488,1,0,0.7,0.25,2,5,33.21428571,12,1.7857,1
ant,1.7,org.apache.tools.ant.taskdefs.UpToDate,14,3,0,17,48,41,1,16,11,0.769230769,384,1,2,0.74,0.261904762,1,1,25.92857143,26,3,1
ant,1.7,org.apache.tools.ant.taskdefs.ManifestTask,7,3,0,9,39,1,0,9,7,0.708333333,260,1,2,0.860465116,0.285714286,2,2,35.57142857,1,0.8571,1
ant,1.7,org.apache.tools.ant.launch.Launcher,9,1,0,5,57,34,2,3,2,1.083333333,566,0.222222222,0,0,0.303571429,0,0,60.88888889,2,0.8889,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.unix.AbstractAccessTask,6,5,2,8,21,15,2,6,5,2,83,0,0,0.955357143,0.416666667,1,1,12.83333333,3,1.1667,1
ant,1.7,org.apache.tools.ant.util.ResourceUtils,14,1,0,30,96,87,8,23,10,0.884615385,905,1,2,0,0.192307692,0,0,63.5,10,1.7143,1
ant,1.7,org.apache.tools.ant.util.optional.JavaxScriptRunner,6,2,0,4,34,11,0,4,5,0.6,236,0.333333333,1,0.827586207,0.666666667,1,2,37.83333333,6,1.6667,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.junit.Constants,1,1,0,0,2,0,0,0,1,2,16,0,0,0,1,0,0,3,0,0,1
ant,1.7,org.apache.tools.ant.taskdefs.Available,22,3,0,12,71,163,1,11,17,0.867346939,783,1,5,0.649122807,0.25170068,2,2,33.95454545,22,2.6818,1
ant,1.7,org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper,13,3,4,12,42,54,5,7,8,0.791666667,233,1,1,0.714285714,0.261538462,1,3,16.61538462,6,2,1
ant,1.7,org.apache.tools.ant.types.resources.JavaResource,11,4,0,8,45,15,1,7,11,0.566666667,279,0.666666667,2,0.85483871,0.327272727,3,6,24.09090909,10,2.5455,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,13,2,0,8,49,54,1,7,7,0.84375,450,1,0,0.727272727,0.346153846,2,6,33,6,1.3077,1
ant,1.7,org.apache.tools.ant.taskdefs.condition.IsSigned,5,3,0,7,26,6,2,5,5,1.05,193,1,0,0.882352941,0.533333333,0,0,36.6,5,1.6,1
ant,1.7,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,7,4,0,3,26,9,1,2,7,0.916666667,210,0.666666667,0,0.928571429,0.642857143,2,2,28.14285714,13,3.4286,1
ant,1.7,org.apache.tools.ant.types.Substitution,4,3,0,5,7,0,3,2,4,0.833333333,33,0.5,0,0.909090909,0.583333333,0,0,6.75,2,1,1
ant,1.7,org.apache.tools.ant.taskdefs.Length,17,3,0,18,53,86,4,18,14,0.892045455,348,1,2,0.698113208,0.155080214,1,1,18.82352941,8,2.2353,1
ant,1.7,org.apache.tools.ant.taskdefs.Unpack,13,3,2,9,36,62,2,7,8,0.638888889,202,1,1,0.755102041,0.307692308,0,0,14.30769231,5,1.5385,1
ant,1.7,org.apache.tools.ant.types.selectors.SelectorUtils,18,1,0,10,47,145,8,2,15,0.794117647,1004,1,2,0,0.18487395,0,0,54.66666667,47,6.7778,1
ant,1.7,org.apache.tools.ant.taskdefs.Move,9,4,0,10,64,22,1,9,1,2,791,0,0,0.909090909,0.703703704,4,9,86.88888889,23,4.8889,1
ant,1.7,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,12,1,0,4,41,0,3,1,3,0.76969697,381,1,0,0,0.818181818,0,0,29.5,3,1.6667,1
ant,1.7,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,13,4,0,6,72,22,0,6,8,0.898809524,623,0.571428571,2,0.876404494,0.273809524,1,2,45.84615385,1,0.8462,1
ant,1.7,org.apache.tools.ant.taskdefs.condition.Os,13,1,0,27,23,68,25,2,12,0.929166667,400,0.4,0,0,0.708333333,0,0,28.23076923,50,4.5385,1
ant,1.7,org.apache.tools.ant.taskdefs.MacroDef,21,4,0,15,76,152,5,14,16,0.833333333,573,0.888888889,2,0.672131148,0.178571429,1,1,25.85714286,23,3.1905,1
ant,1.7,org.apache.tools.ant.taskdefs.TempFile,9,3,0,5,18,14,1,4,8,0.8125,90,1,1,0.840909091,0.40625,0,0,8.333333333,1,0.7778,1
ant,1.7,org.apache.tools.ant.types.selectors.BaseSelectorContainer,28,4,5,23,45,348,5,23,28,0.037037037,204,1,0,0.564516129,0.079192547,0,0,6.25,4,1.2143,1
ant,1.7,org.apache.tools.ant.taskdefs.EchoXML,4,3,0,6,15,2,0,6,4,0.888888889,85,1,0,0.833333333,0.5,0,0,19.5,6,2,1
ant,1.7,org.apache.tools.ant.Target,28,1,0,34,63,200,29,7,24,0.805555556,528,1,2,0,0.219387755,0,0,17.57142857,8,1.8571,1
ant,1.7,org.apache.tools.tar.TarBuffer,21,1,0,2,36,38,2,0,17,0.631818182,620,0.818181818,0,0,0.293650794,0,0,28,3,0.8571,1
ant,1.7,org.apache.tools.zip.UnrecognizedExtraField,10,1,0,3,13,31,1,2,10,0.703703704,76,1,1,0,0.375,0,0,6.3,2,1.1,1
ant,1.7,org.apache.tools.ant.types.Path,34,3,0,112,112,461,101,13,28,0.803030303,1021,0.5,3,0.491803279,0.127705628,2,6,28.91176471,7,2.2353,1
ant,1.7,org.apache.tools.tar.TarOutputStream,15,3,0,3,39,41,1,2,14,0.704081633,469,0.785714286,1,0.454545455,0.311111111,1,2,29.33333333,1,0.8,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessage,9,2,1,6,50,24,2,4,5,0.85,404,1,0,0.6875,0.458333333,1,3,43.33333333,2,0.6667,1
ant,1.7,org.apache.tools.ant.taskdefs.Ear,8,6,0,7,31,16,0,7,4,0.80952381,147,1,1,0.9625,0.357142857,3,9,17,2,0.875,1
ant,1.7,org.apache.tools.ant.util.RegexpPatternMapper,7,1,0,4,24,0,0,4,6,0.566666667,186,1,1,0,0.619047619,0,0,24.85714286,6,2.2857,1
ant,1.7,org.apache.tools.ant.filters.util.ChainReaderHelper,9,1,0,17,39,10,6,11,8,0.875,353,0.25,1,0,0.277777778,0,0,37.33333333,3,1.1111,1
ant,1.7,org.apache.tools.ant.taskdefs.SubAnt,31,3,0,15,109,365,0,15,27,0.888095238,778,1,2,0.552238806,0.114919355,1,3,23.64516129,22,2.2903,1
ant,1.7,org.apache.tools.ant.util.DateUtils,11,1,0,4,36,51,4,0,8,1.01,314,0.6,0,0,0.22,0,0,26.63636364,4,1.3636,1
ant,1.7,org.apache.tools.ant.taskdefs.StreamPumper,10,1,0,5,18,21,5,0,8,0.728395062,182,1,0,0,0.34,0,0,16.3,7,1.5,1
ant,1.7,org.apache.tools.ant.taskdefs.JDBCTask,26,3,1,8,60,225,1,7,20,0.872727273,526,1,2,0.606557377,0.24,0,0,18.80769231,10,1.3077,1
ant,1.7,org.apache.tools.ant.XmlLogger,16,1,0,12,75,50,0,12,12,0.937037037,682,1,1,0,0.288888889,0,0,40.5,9,2.875,1
ant,1.7,org.apache.tools.ant.taskdefs.XmlProperty,34,3,0,9,106,435,0,9,15,0.933014354,1020,0.947368421,3,0.536231884,0.188552189,2,2,28.44117647,46,3.0588,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.ssh.ScpFromMessageBySftp,5,3,0,9,44,8,1,8,3,0.625,298,1,0,0.842105263,0.542857143,1,1,57.8,1,0.6,1
ant,1.7,org.apache.tools.ant.NoBannerLogger,4,2,0,4,17,0,0,4,4,0.333333333,57,1,0,0.842105263,0.875,1,1,13,5,1.75,1
ant,1.7,org.apache.tools.ant.taskdefs.Antlib,7,3,0,10,46,9,1,9,4,0.733333333,212,0.6,0,0.860465116,0.285714286,1,1,28.57142857,4,2,1
ant,1.7,org.apache.tools.ant.taskdefs.Definer,25,5,1,14,91,196,3,13,16,0.878205128,800,1,1,0.701298701,0.21875,0,0,30.48,6,1.68,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.depend.AntAnalyzer,3,2,0,3,36,3,1,2,1,2,241,0,0,0.882352941,0.666666667,1,2,79.33333333,18,6.3333,1
ant,1.7,org.apache.tools.ant.util.ReflectUtil,6,1,0,4,15,15,3,1,5,2,125,0,0,0,0.4,0,0,19.83333333,1,0.8333,1
ant,1.7,org.apache.tools.tar.TarEntry,35,1,0,8,73,353,6,2,34,0.807189542,776,0.777777778,0,0,0.16,1,1,20.65714286,4,1.2,1
ant,1.7,org.apache.tools.ant.util.Watchdog,7,1,0,3,22,0,3,1,6,0.708333333,112,0.75,0,0,0.476190476,0,0,14.42857143,4,1.4286,1
ant,1.7,org.apache.tools.ant.types.selectors.AbstractSelectorContainer,27,3,2,25,41,321,2,23,27,0,191,1,0,0.535714286,0.084656085,0,0,6.037037037,4,1.1852,1
ant,1.7,org.apache.tools.zip.ZipLong,10,1,0,3,11,15,3,0,10,0.333333333,154,1,0,0,0.32,1,1,14.3,4,1,1
ant,1.7,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,15,3,3,10,47,39,4,6,11,0.547619048,310,1,0,0.681818182,0.222222222,2,5,19.46666667,7,1.8667,1
ant,1.7,org.apache.tools.ant.taskdefs.AbstractCvsTask,42,3,4,19,107,739,4,15,33,0.928861789,898,0.958333333,2,0.474358974,0.193121693,0,0,19.80952381,10,1.619,1
ant,1.7,org.apache.tools.ant.taskdefs.RecorderEntry,25,1,0,10,53,224,1,9,17,0.720238095,460,1,1,0,0.2,0,0,17.12,5,1.84,1
ant,1.7,org.apache.tools.ant.taskdefs.Manifest,16,1,0,8,76,0,3,5,16,0.883333333,616,0.25,1,0,0.166666667,1,1,36.5,8,1.5625,1
ant,1.7,org.apache.tools.bzip2.CBZip2InputStream,27,2,0,6,46,53,3,3,4,0.74009324,2106,1,2,0.257142857,0.209876543,1,2,75.77777778,9,1.4815,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.splash.SplashTask,11,3,0,6,53,23,0,6,9,0.833333333,380,0.888888889,1,0.804347826,0.36,1,1,32.72727273,1,0.8182,1
ant,1.7,org.apache.tools.zip.ZipShort,10,1,0,8,11,15,8,0,10,0.333333333,121,1,0,0,0.4,1,1,11,4,1,1
ant,1.7,org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,12,5,0,3,39,58,1,2,11,0.690909091,213,1,0,0.975429975,0.4,0,0,16.33333333,2,1,1
ant,1.7,org.apache.tools.ant.types.optional.ScriptFilter,13,3,0,8,26,0,0,8,12,0.611111111,98,1,2,0.47826087,0.282051282,1,1,6.307692308,1,0.9231,1
ant,1.7,org.apache.tools.ant.taskdefs.LoadResource,8,3,1,10,45,2,1,9,8,0.714285714,336,1,1,0.840909091,0.35,2,2,40.25,2,1.125,1
ant,1.7,org.apache.tools.ant.types.resources.comparators.Date,2,4,0,3,4,1,1,2,1,2,12,0,0,0.971428571,0.75,1,1,5,1,0.5,1
ant,1.7,org.apache.tools.tar.TarInputStream,15,3,0,5,42,69,3,2,15,0.669642857,538,1,2,0.6,0.247619048,2,8,34.33333333,1,0.8,1
ant,1.7,org.apache.tools.ant.taskdefs.Chmod,18,5,0,11,60,39,0,11,16,0.607843137,305,1,1,0.862903226,0.268518519,4,7,15.77777778,4,1.2222,1
ant,1.7,org.apache.tools.ant.taskdefs.condition.IsReference,4,2,0,6,14,2,1,5,4,0.666666667,68,1,1,0.75,0.5,0,0,15.5,1,0.75,1
ant,1.7,org.apache.tools.ant.helper.ProjectHelper2,17,2,0,17,85,74,7,16,4,0.7875,461,1,5,0.53125,0.15625,1,1,25.82352941,1,0.8824,1
ant,1.7,org.apache.tools.ant.taskdefs.PumpStreamHandler,16,1,3,14,26,82,12,2,9,0.733333333,183,1,1,0,0.546875,0,0,10.0625,2,1,1
ant,1.7,org.apache.tools.ant.taskdefs.Parallel,18,3,0,8,52,101,2,8,9,0.861344538,519,0.928571429,2,0.685185185,0.194444444,0,0,27.05555556,7,1.5,1
