name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
velocity,1.5,org.apache.velocity.util.SimplePool,5,1,0,2,6,0,2,0,4,0.416666667,103,1,0,0,0.466666667,0,0,19,3,1.4,0
velocity,1.5,org.apache.velocity.anakia.TreeWalker,3,1,0,3,11,3,1,2,2,2,41,0,0,0,0.666666667,0,0,12.66666667,2,1,0
velocity,1.5,org.apache.velocity.anakia.XPathTool,4,1,0,6,10,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1,0.75,0
velocity,1.5,org.apache.velocity.util.EnumerationIterator,4,1,0,1,7,0,1,0,4,0.333333333,23,1,0,0,0.625,0,0,4.5,1,0.75,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTOrNode,5,2,0,8,11,10,4,6,5,2,52,0,0,0.903225806,0.4,1,1,9.4,1,0.6,0
velocity,1.5,org.apache.velocity.runtime.directive.DirectiveConstants,0,1,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0
velocity,1.5,org.apache.velocity.runtime.parser.ParseException,5,3,2,16,18,0,15,1,4,0.666666667,388,0.5,1,0.866666667,0.4,1,1,75.4,14,4.8,0
velocity,1.5,org.apache.velocity.runtime.resource.ResourceFactory,2,1,0,4,5,1,1,3,2,2,20,0,0,0,0.5,0,0,9,4,2,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTParameters,3,2,0,3,6,3,0,3,3,2,17,0,0,0.965517241,0.533333333,0,0,4.666666667,1,0.3333,0
velocity,1.5,org.apache.velocity.context.InternalWrapperContext,3,1,0,2,3,3,1,2,3,2,3,0,0,0,0.555555556,0,0,0,1,1,0
velocity,1.5,org.apache.velocity.util.introspection.IntrospectionCacheData,1,1,0,7,2,0,7,0,1,2,6,0,0,0,1,0,0,3,0,0,0
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTComment,6,2,0,9,15,11,3,8,5,0.8,73,1,0,0.903225806,0.4,0,0,10.83333333,4,1,0
velocity,1.5,org.apache.velocity.app.event.implement.ReportInvalidReferences,7,1,0,8,20,11,0,8,6,0.5,91,0.333333333,0,0,0.5,0,0,11.57142857,2,1.1429,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTFloatingPointLiteral,5,2,0,8,12,0,4,6,5,0.25,54,1,0,0.903225806,0.433333333,0,0,9.6,1,0.6,1
velocity,1.5,org.apache.velocity.app.event.implement.PrintExceptions,5,1,0,3,19,2,0,3,3,0.666666667,157,1,1,0,0.333333333,0,0,29.8,3,1,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeXmlReference,3,2,0,2,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTAddNode,4,2,0,11,22,6,4,9,4,2,155,0,0,0.933333333,0.416666667,1,1,37.75,1,0.5,1
velocity,1.5,org.apache.velocity.app.event.implement.InvalidReferenceInfo,3,2,0,2,14,0,1,1,3,0,42,1,0,0.666666667,0.555555556,0,0,12.66666667,1,0.6667,1
velocity,1.5,org.apache.velocity.util.ContextAware,1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTModNode,4,2,0,11,21,6,4,9,4,2,170,0,0,0.933333333,0.416666667,1,1,41.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTLTNode,5,2,0,11,21,10,4,9,5,2,154,0,0,0.903225806,0.4,1,1,29.8,1,0.6,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeSqlReference,3,2,0,2,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,1
velocity,1.5,org.apache.velocity.util.ExceptionUtils,6,1,0,7,20,9,7,0,4,0.7,185,0.25,0,0,0.4,0,0,29.16666667,6,2,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTLENode,5,2,0,11,21,10,4,9,5,2,153,0,0,0.903225806,0.4,1,1,29.6,1,0.6,1
velocity,1.5,org.apache.velocity.runtime.resource.loader.ResourceLoaderFactory,2,1,0,6,14,1,1,5,2,2,49,0,0,0,0.5,0,0,23.5,1,0.5,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeJavaScriptReference,3,2,0,2,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,1
velocity,1.5,org.apache.velocity.context.AbstractContext,13,2,1,5,17,66,1,4,13,0.75,95,1,1,0.52173913,0.461538462,0,0,6.230769231,4,1.3846,1
velocity,1.5,org.apache.velocity.util.TemplateNumber,1,1,0,11,1,0,11,0,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTGENode,5,2,0,11,21,10,4,9,5,2,153,0,0,0.903225806,0.4,1,1,29.6,1,0.6,1
velocity,1.5,org.apache.velocity.util.ClassUtils,4,1,0,8,14,6,8,0,3,2,66,0,0,0,0.416666667,0,0,15.5,5,1.75,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeHtmlReference,3,2,0,2,6,3,0,2,1,2,12,0,0,0.714285714,0.666666667,1,2,3,1,0.6667,1
velocity,1.5,org.apache.velocity.runtime.parser.JJTParserState,12,1,0,2,25,0,1,1,0,0.436363636,218,1,0,0,0.395833333,0,0,16.75,3,1.3333,1
velocity,1.5,org.apache.velocity.exception.VelocityException,4,4,4,10,7,0,9,1,4,0.666666667,35,1,0,0.928571429,0.666666667,0,0,7.25,1,0.25,1
velocity,1.5,org.apache.velocity.runtime.resource.ResourceCacheImpl,6,1,0,6,25,0,1,5,6,0.4,83,1,1,0,0.458333333,0,0,12.5,2,1,1
velocity,1.5,org.apache.velocity.exception.TemplateInitException,5,5,0,23,7,0,20,3,5,0.6875,45,1,0,0.823529412,0.5,0,0,7.2,1,0.6,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTMulNode,4,2,0,11,20,6,4,9,4,2,138,0,0,0.933333333,0.416666667,1,1,33.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTMap,4,2,0,8,12,6,4,6,4,2,67,0,0,0.933333333,0.416666667,1,1,15.75,1,0.5,1
velocity,1.5,org.apache.velocity.app.event.InvalidReferenceEventHandler,3,1,0,9,3,3,6,3,3,2,3,0,0,0,0.933333333,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.MathUtils,16,1,0,11,52,112,11,0,12,0.826666667,854,0.533333333,0,0,0.226666667,0,0,51.4375,18,4.5625,1
velocity,1.5,org.apache.velocity.runtime.visitor.NodeViewMode,43,2,0,44,52,897,0,44,41,0.011904762,340,1,0,0.505882353,0.06760411,0,0,6.860465116,4,1.0698,1
velocity,1.5,org.apache.velocity.util.RuntimeServicesAware,1,1,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTIntegerRange,4,2,0,9,22,6,4,7,4,2,157,0,0,0.933333333,0.416666667,1,1,38.25,1,0.5,1
velocity,1.5,org.apache.velocity.app.event.EventHandlerMethodExecutor,3,1,0,9,3,3,8,1,3,2,3,0,0,0,0.666666667,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.SetExecutor,5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466666667,0,0,4.6,2,1,1
velocity,1.5,org.apache.velocity.runtime.log.RuntimeLoggerLog,20,2,0,8,27,118,5,3,17,0.473684211,129,1,1,0.5,0.316666667,1,3,5.4,1,0.95,1
velocity,1.5,org.apache.velocity.util.introspection.SecureIntrospectorControl,1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.app.event.NullSetEventHandler,1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTStop,4,2,0,9,8,6,4,7,4,2,23,0,0,0.933333333,0.392857143,0,0,4.75,1,0.5,1
velocity,1.5,org.apache.velocity.util.StringUtils,24,1,0,12,74,274,12,0,23,0.956521739,731,1,0,0,0.168478261,0,0,29.41666667,8,2.5833,1
velocity,1.5,org.apache.velocity.runtime.log.LogChute,4,1,0,13,4,6,12,1,4,1.333333333,14,0,0,0,0.55,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.app.FieldMethodizer,7,1,0,1,26,1,0,1,6,0,177,1,0,0,0.464285714,0,0,24,4,1,1
velocity,1.5,org.apache.velocity.runtime.log.LogChuteSystem,5,1,0,6,9,0,2,4,4,0.25,37,1,1,0,0.433333333,0,0,6.2,1,0.8,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTDivNode,4,2,0,11,21,6,4,9,4,2,168,0,0,0.933333333,0.416666667,1,1,41,1,0.5,1
velocity,1.5,org.apache.velocity.exception.ParseErrorException,9,5,0,30,19,0,25,5,9,0.625,204,1,0,0.777777778,0.355555556,0,0,21.11111111,1,0.4444,1
velocity,1.5,org.apache.velocity.app.event.ReferenceInsertionEventHandler,1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.util.introspection.SecureUberspector,4,2,0,9,16,2,0,9,4,0.666666667,66,0,1,0.7,0.4375,1,1,15.25,1,0.75,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTGTNode,5,2,0,11,21,10,4,9,5,2,154,0,0,0.903225806,0.4,1,1,29.8,1,0.6,1
velocity,1.5,org.apache.velocity.app.event.implement.IncludeRelativePath,2,1,0,1,10,1,0,1,2,2,42,0,0,0,0.75,0,0,20,4,2,1
velocity,1.5,org.apache.velocity.runtime.log.HoldingLogChute,6,1,1,5,17,3,3,2,5,0.4,141,1,0,0,0.388888889,0,0,22.33333333,4,1.3333,1
velocity,1.5,org.apache.velocity.exception.ExtendedParseException,3,1,0,5,3,3,5,0,3,2,3,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTIntegerLiteral,5,2,0,8,13,0,4,6,5,0.25,62,1,0,0.903225806,0.433333333,0,0,11.2,1,0.6,1
velocity,1.5,org.apache.velocity.io.UnicodeInputStream,18,2,0,4,36,0,1,3,13,0.79144385,375,0.545454545,5,0.375,0.226890756,1,2,19.22222222,1,0.8333,1
velocity,1.5,org.apache.velocity.util.introspection.IntrospectorCacheListener,3,1,0,4,3,3,3,1,3,2,3,0,0,0,0.777777778,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.ParserPool,3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.555555556,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.resource.loader.JarHolder,6,1,0,4,33,0,1,3,6,0.4,195,1,1,0,0.5,0,0,30.83333333,2,1.1667,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTObjectArray,4,2,0,8,12,6,4,6,4,2,42,0,0,0.933333333,0.416666667,1,1,9.5,1,0.5,1
velocity,1.5,org.apache.velocity.app.event.IncludeEventHandler,1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.directive.Directive,8,1,5,19,9,16,12,8,8,0.761904762,40,1,1,0,0.3125,0,0,3.625,1,0.875,1
velocity,1.5,org.apache.velocity.runtime.log.LogDisplayWrapper,16,2,0,3,24,106,1,2,11,0.333333333,151,1,1,0.558823529,0.5,1,6,8.25,2,1.0625,1
velocity,1.5,org.apache.velocity.runtime.parser.node.ASTSubtractNode,4,2,0,11,20,6,4,9,4,2,138,0,0,0.933333333,0.416666667,1,1,33.5,1,0.5,1
velocity,1.5,org.apache.velocity.runtime.visitor.BaseVisitor,44,1,2,45,86,946,2,43,44,1,344,1,1,0,0.064646465,0,0,6.772727273,1,0.9773,1
velocity,1.5,org.apache.velocity.app.event.MethodExceptionEventHandler,1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1,1,1
velocity,1.5,org.apache.velocity.runtime.resource.util.StringResource,7,1,0,3,9,11,3,0,7,0.611111111,43,1,0,0,0.523809524,0,0,4.714285714,1,0.8571,1
velocity,1.5,org.apache.velocity.runtime.log.NullLogChute,5,1,1,3,6,10,1,2,5,2,13,0,0,0,0.48,0,0,1.6,1,0.8,1
velocity,1.5,org.apache.velocity.exception.ResourceNotFoundException,3,5,0,35,6,3,34,1,3,1.5,17,1,0,1,0.777777778,0,0,4.333333333,0,0,1
velocity,1.5,org.apache.velocity.app.event.implement.EscapeReference,6,1,4,12,18,7,4,8,3,0.666666667,99,1,1,0,0.416666667,0,0,15,4,1.8333,1
velocity,1.5,org.apache.velocity.runtime.parser.node.AbstractExecutor,5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466666667,0,0,4.6,2,1,1
velocity,1.5,org.apache.velocity.runtime.directive.Include,7,3,0,11,31,9,0,11,5,0.5,285,1,0,0.571428571,0.428571429,0,0,39.42857143,1,0.8571,2
velocity,1.5,org.apache.velocity.runtime.resource.Resource,17,1,2,26,20,96,23,4,17,0.902777778,120,1,2,0,0.235294118,0,0,5.529411765,3,1.0588,2
velocity,1.5,org.apache.velocity.util.introspection.SecureIntrospectorImpl,4,3,0,4,21,4,1,3,3,0.555555556,206,0.333333333,0,0.769230769,0.458333333,1,1,49,21,5.75,2
velocity,1.5,org.apache.velocity.runtime.resource.util.StringResourceRepository,5,1,0,4,5,10,3,1,5,2,5,0,0,0,0.9,0,0,0,1,1,2
velocity,1.5,org.apache.velocity.runtime.resource.loader.DataSourceResourceLoader,11,2,0,8,43,27,0,8,6,0.728571429,523,1,0,0.523809524,0.285714286,0,0,45.90909091,5,1.9091,2
velocity,1.5,org.apache.velocity.runtime.resource.loader.FileResourceLoader,8,2,0,8,54,4,0,8,5,0.571428571,413,1,0,0.611111111,0.375,1,1,50.25,9,2.875,2
velocity,1.5,org.apache.velocity.app.event.EventHandlerUtil,12,1,0,21,35,66,6,15,9,2,316,0,0,0,0.295454545,0,0,25.33333333,3,1.6667,2
